"diam$X"	"R0"	"R10"	"R20"	"R30"	"R40"	"R60"	"R90"
"4996"	"YNL005C"	1.37	2.38	2.62	2.39	1.93	1.47	1.41
"4997"	"YNL006W"	1.57	3.64	3	2.47	2.44	2.63	2.35
"4998"	"YNL008C"	1.05	0.9	0.93	0.95	1.05	0.98	1.04
"4999"	"YNL009W"	0.81	0.93	0.93	1.11	0.77	0.81	0.83
"5000"	"YNL010W"	5.06	6.14	4.14	3.78	3.89	6.27	6.77
"5001"	"YNL011C"	0.91	1.55	1.68	1.58	1.18	1.14	1.14
"5002"	"YNL012W"	0.4	0.43	0.5	0.56	0.52	0.54	0.52
"5003"	"YNL013C"	1.06	0.74	0.41	0.29	0.33	0.85	0.86
"5004"	"YNL014W"	1.18	0.89	0.55	0.46	0.51	0.96	0.8
"5005"	"YNL015W"	2.67	8.38	12.53	20.92	11.29	17.96	9.11
"5006"	"YNL016W"	6.13	5.09	4.98	3.99	5.45	5.38	4.78
"5007"	"YNL017C"	0	0	0	0	0	0	0
"5008"	"YNL018C"	0	0	0	0	0	0	0
"5009"	"YNL019C"	0	0	0	0	0	0	0
"5010"	"YNL020C"	0.64	0.68	0.61	0.62	0.76	0.66	0.75
"5011"	"YNL021W"	0.72	0.57	0.65	0.62	0.71	0.53	0.68
"5012"	"YNL022C"	0	0	0	0	0	0	0
"5013"	"YNL024C"	1.13	0.77	0.55	0.58	0.63	2.36	0.68
"5014"	"YNL025C"	0.51	0.65	0.72	0.67	0.61	0.61	0.53
"5015"	"YNL026W"	1.05	1.49	1.55	1.65	1.84	1.67	1.22
"5016"	"YNL027W"	1.13	1.18	1.28	1.19	1.28	1.05	1.28
"5017"	"YNL028W"	0	0	0	0	0	0	0
"5018"	"YNL029C"	0.84	0.99	0.97	0.94	0.85	0.74	0.93
"5019"	"YNL030W"	16.81	30.93	21.13	13.46	10.42	16.69	20.69
"5020"	"YNL031C"	22.15	33.57	24.57	15.99	14.82	23.25	28.42
"5021"	"YNL033W"	0.36	0.37	0.37	0.45	0.43	0.44	0.47
"5022"	"YNL034W"	0	0	0	0	0	0	0
"5023"	"YNL035C"	0.73	0.62	0.56	0.45	0.6	0.7	0.86
"5024"	"YNL038W"	1.44	1.52	1.23	1.14	1.06	1.23	1.16
"5025"	"YNL039W"	0	0	0	0	0	0	0
"5026"	"YNL040W"	1.1	1.2	1.21	1.26	1.42	1.71	1.49
"5027"	"YNL041C"	0.85	0.77	0.88	0.75	0.83	0.68	0.81
"5028"	"YNL042W"	0.96	0.84	0.83	0.82	0.89	0.98	0.71
"5029"	"YNL043C"	1.14	1.62	1.38	1.38	1.37	1.26	1.69
"5030"	"YNL044W"	3.46	4.57	3.98	3.95	4.01	4.26	5
"5031"	"YNL046W"	2.67	2.36	2.28	2.36	2.51	3.05	1.98
"5032"	"YNL047C"	0.77	0.51	0.61	0.65	0.68	0.77	0.78
"5033"	"YNL048W"	1.14	0.98	0.93	0.96	1.14	1.17	1.14
"5034"	"YNL049C"	0.72	0.44	0.49	0.53	0.66	0.97	1.18
"5035"	"YNL050C"	1.51	0.87	0.89	0.84	1.04	0.92	0.93
"5036"	"YNL051W"	0.97	1.25	1.29	1.08	1.11	0.96	0.95
"5037"	"YNL052W"	2.44	4.48	2.61	1.9	1.82	2.2	2.02
"5038"	"YNL053W"	1.16	1.03	1.05	1.16	1.32	1.39	1.38
"5039"	"YNL056W"	2.01	3.08	2.43	2.82	2.61	2.12	1.96
"5040"	"YNL057W"	0.73	0.79	1.03	1	1.08	0.67	0.68
"5041"	"YNL058C"	1.43	1.77	2.13	2.13	2.77	1.49	1.13
"5042"	"YNL062C"	1.68	0.7	0.45	0.62	0.96	1.68	1.87
"5043"	"YNL063W"	0.72	0.7	0.72	0.7	0.75	0.95	1.02
"5044"	"YNL065W"	2.81	0.9	0.56	0.9	1.01	2.06	2.22
"5045"	"YNL066W"	4.24	2.88	2.08	2.98	3.44	4.27	4.15
"5046"	"YNL068C"	0.55	0.29	0.3	0.29	0.38	0.25	0.45
"5047"	"YNL070W"	3.5	5.34	5.89	5.42	5.49	4.81	3.6
"5048"	"YNL072W"	0.84	0.68	0.61	0.57	0.74	0.86	0.93
"5049"	"YNL073W"	0.69	1.18	1.88	1.47	1.42	1.06	0.71
"5050"	"YNL075W"	2.43	1.07	0.61	0.9	0.99	1.78	2.16
"5051"	"YNL076W"	0.69	0.56	0.69	0.65	0.77	0.61	0.68
"5052"	"YNL077W"	0.92	1.84	1.4	1.16	1.16	1.16	1.22
"5053"	"YNL078W"	1.03	0.93	1.05	1.1	1.41	1.19	0.93
"5054"	"YNL080C"	1.09	0.9	0.88	0.93	1.06	0.79	0.87
"5055"	"YNL081C"	1.33	2.72	3.23	2.97	1.71	1.96	1.48
"5056"	"YNL082W"	0.59	0.42	0.41	1.81	0.46	0.36	0.48
"5057"	"YNL083W"	0.56	0.52	0.6	0.57	0.46	0.6	0.56
"5058"	"YNL086W"	0.88	0.94	0.84	0.96	0.84	1.08	0.71
"5059"	"YNL088W"	2.43	1.7	1.68	1.41	1.36	1.75	1.66
"5060"	"YNL089C"	0	0	0	0	0	0	0
"5061"	"YNL091W"	0.9	0.72	0.77	0.68	0.86	0.51	0.73
"5062"	"YNL092W"	0	0	0	0	0	0	0
"5063"	"YNL093W"	0.34	0.35	0.49	0.47	0.29	0.41	0.28
"5064"	"YNL094W"	1.14	1.24	0	1.76	2.22	2.61	2.02
"5065"	"YNL095C"	0.43	0.25	0.23	0.3	0.29	0.48	0.43
"5066"	"YNL097C"	0.82	1.14	1.19	1.33	1.07	0.81	0.7
"5067"	"YNL099C"	1.4	1.67	1.53	1.34	1.4	1.22	1.44
"5068"	"YNL100W"	1.49	3.11	3.38	2.94	2.63	2.23	1.71
"5069"	"YNL101W"	1	0.7	0.82	0.85	0.92	1.05	0.98
"5070"	"YNL103W-A"	0	0	0	0	0	0	0
"5071"	"YNL105W"	0	0	0	0	0	0	0
"5072"	"YNL107W"	1.14	1.15	1.16	1.13	1.03	1.36	1.37
"5073"	"YNL108C"	1.09	1.14	0.91	0.9	1.09	1.61	1.15
"5074"	"YNL109W"	0	0	0	0	0	0	0
"5075"	"YNL110C"	3.55	0.89	0.6	0.67	0.96	2.03	2.44
"5076"	"YNL111C"	1.88	1.23	1.11	1.45	2.21	3.64	3.1
"5077"	"YNL114C"	1.76	0.83	0.51	0.64	0.9	1.68	1.77
"5078"	"YNL115C"	0.59	0.95	1.39	1.6	1.46	0.98	0.9
"5079"	"YNL116W"	0.4	0.25	0.23	0.28	0.4	0.4	0.48
"5080"	"YNL117W"	0	0	0	0	0	0	0
"5081"	"YNL118C"	1.01	0.81	0.98	0.82	1.08	0.7	0.94
"5082"	"YNL119W"	3.62	4.18	2.14	1.52	1.52	2.14	2.7
"5083"	"YNL120C"	0	0	0	0	0	0	0
"5084"	"YNL121C"	1.6	1.85	2.39	1.95	2.08	1.58	1.44
"5085"	"YNL122C"	1.28	2.38	2.35	2.22	2.27	1.42	1.38
"5086"	"YNL124W"	1.53	0.51	0.44	0.47	0.63	1.6	1.35
"5087"	"YNL125C"	0.77	1.32	1.91	2.21	1.79	0.72	1.01
"5088"	"YNL126W"	0.56	0.33	0.32	0.28	0.33	0.32	0.57
"5089"	"YNL128W"	0	0	0	0	0	0	0
"5090"	"YNL129W"	1.09	1.09	1.1	0.98	1.09	0.92	1.24
"5091"	"YNL130C"	1.71	2.34	2.5	2.76	3.02	2.35	2.09
"5092"	"YNL132W"	1.43	0.33	0.22	0.17	0.3	0.97	1.16
"5093"	"YNL133C"	0.78	0.81	0.77	0.78	0.85	0.88	1
"5094"	"YNL137C"	1.35	2	2.29	2.09	1.91	1.47	1.36
"5095"	"YNL138W"	3.7	3.85	4.39	5.05	5.8	4.94	4.36
"5096"	"YNL139C"	0	0	0	0	0	0	0
"5097"	"YNL140C"	0.82	0.55	0.57	0.51	0.5	0.6	0.78
"5098"	"YNL142W"	0.48	0.34	0.34	0.49	0.6	0.63	0.69
"5099"	"YNL143C"	1.86	1.65	1.68	1.95	1.93	1.78	1.89
"5100"	"YNL145W"	0	0	0	0	0	0	0
"5101"	"YNL146W"	0.8	0.93	0.84	0	1.04	0.97	0.83
"5102"	"YNL147W"	2.9	4.88	4.37	3.99	3.99	4.68	3.85
"5103"	"YNL148C"	0.58	0.56	0.44	0.48	0.49	0.81	0.72
"5104"	"YNL149C"	3.57	5.73	6.27	5.85	6.14	6.86	5.85
"5105"	"YNL150W"	1.37	2.25	2.22	2.14	2.14	2.87	2.2
"5106"	"YNL151C"	2.94	1.89	1.3	1.26	1.47	2.02	2.8
"5107"	"YNL152W"	1.09	1.31	1.15	1.11	1.24	1.09	1.12
"5108"	"YNL153C"	3.57	4.18	4.12	3.49	3.4	3.74	3.42
"5109"	"YNL154C"	2.06	2.59	2.33	1.86	2.02	1.53	1.73
"5110"	"YNL155W"	1.34	2.94	4.91	4.22	3.99	3.15	2.18
"5111"	"YNL157W"	3.54	5.84	6.34	5.12	5.3	5.52	4.94
"5112"	"YNL158W"	1.23	1.26	1.26	1.09	1.4	1.14	1.3
"5113"	"YNL159C"	0.89	1.51	1.76	1.53	1.59	1.16	1.09
"5114"	"YNL161W"	0.79	0.74	0.75	0.75	0.87	0.8	0.95
"5115"	"YNL162W"	22.07	27.36	15.93	11.27	11.5	15.5	17.2
"5116"	"YNL164C"	0.76	0.49	0.41	0.45	0.59	0.68	0.76
"5117"	"YNL165W"	1.11	1.01	1.01	1.05	1.11	1.35	1.38
"5118"	"YNL166C"	0.93	0.75	0.64	0.55	0.78	0.76	1.13
"5119"	"YNL167C"	0.63	0.62	0.6	0.57	0.66	0.49	0.54
"5120"	"YNL168C"	1.73	2.26	2.43	2.46	2.94	3.22	2.53
"5121"	"YNL169C"	1.45	1.91	2.15	2.04	1.93	1.18	1.35
"5122"	"YNL170W"	0.71	0.75	0.77	0.73	0.78	0.55	0.6
"5123"	"YNL171C"	0.47	0.5	0.55	0.51	0.5	0.43	0.45
"5124"	"YNL173C"	0.65	1.81	2.05	1.88	1.63	1.07	1
"5125"	"YNL174W"	0	0	0	0	0	0	0
"5126"	"YNL175C"	0	0	0	0	0	0	0
"5127"	"YNL176C"	0	0	0	0	0	0	0
"5128"	"YNL177C"	1.95	3.77	4.04	3.44	2.72	1.9	1.91
"5129"	"YNL178W"	0	0	0	0	0	0	0
"5130"	"YNL179C"	0	0	0	0	0	0	0
"5131"	"YNL180C"	1.65	1.65	1.42	1.23	1.54	1.1	1.55
"5132"	"YNL181W"	0	0	0	0	0	0	0
"5133"	"YNL182C"	0	0	0	0	0	0	0
"5134"	"YNL183C"	0	0	0	0	0	0	0
"5135"	"YNL184C"	0	0	0	0	0	0	0
"5136"	"YNL185C"	1.14	1.92	2.24	2.1	2.16	1.44	0.95
"5137"	"YNL187W"	0.62	0.54	0.62	0.7	0.6	0.88	0.68
"5138"	"YNL188W"	1.17	0.66	0.64	0.57	0.76	0.56	0.88
"5139"	"YNL189W"	2.62	2.61	2.24	2.04	2.68	2.7	2.55
"5140"	"YNL190W"	8.4	7.21	5.98	6.54	8.05	12.12	9.06
"5141"	"YNL191W"	0.93	0.97	0.82	0.82	0.85	0.97	0.84
"5142"	"YNL192W"	2.64	1.82	2.12	2.33	3.34	8.94	3.51
"5143"	"YNL193W"	0.74	0.97	0.99	0.85	0.68	0.84	0.73
"5144"	"YNL194C"	1.23	2.95	9.53	10.29	5.33	1.49	1.25
"5145"	"YNL195C"	0	0	0	0	0	0	0
"5146"	"YNL196C"	0	0	0	0	0	0	0
"5147"	"YNL198C"	0.96	0.47	0.63	0.67	0.6	0.52	0.58
"5148"	"YNL199C"	1.04	0.75	0.78	0.73	0.78	0.69	0.96
"5149"	"YNL200C"	0.81	2.31	2.98	4.19	4.1	2.32	1.42
"5150"	"YNL202W"	0.8	1.01	1.46	2.28	3.16	3.2	1.62
"5151"	"YNL203C"	0.61	0.57	0.99	1.48	1.35	1.74	1.11
"5152"	"YNL204C"	0.49	0.34	0.32	0.38	0.47	0.6	0.49
"5153"	"YNL205C"	0	0	0	0	0	0	0
"5154"	"YNL206C"	1.39	1.19	1.02	0.79	1.11	1.02	1.11
"5155"	"YNL207W"	1.24	0.81	0.86	0.66	0.88	0.83	0.93
"5156"	"YNL209W"	0	0	0	0	0	0	0
"5157"	"YNL210W"	0.46	0.22	0.25	0.23	0.24	0	0.3
"5158"	"YNL211C"	1.25	1.26	1.32	1.26	1.15	1.52	1.28
"5159"	"YNL213C"	0.83	1.37	1.35	1.32	1.06	0.92	0.8
"5160"	"YNL214W"	0.88	1.42	1.26	0.96	1.17	0.82	0.88
"5161"	"YNL215W"	0.72	0.77	0.82	0.78	0.86	0.66	0.69
"5162"	"YNL216W"	0	0	0	0	0	0	0
"5163"	"YNL217W"	2.29	1.81	1.01	0.85	0.87	2.13	1.78
"5164"	"YNL218W"	0.66	0.5	0.58	0.52	0.77	0.66	0.77
"5165"	"YNL219C"	2.21	1.9	1.75	1.72	1.95	1.96	1.95
"5166"	"YNL221C"	1.62	0.91	0.78	0.68	0.83	0.84	1.21
"5167"	"YNL222W"	0.98	1.02	1.02	1.45	0.98	0.89	0.8
"5168"	"YNL223W"	0.48	0.7	0.77	0.97	0.83	0.71	0.51
"5169"	"YNL224C"	0	0	0	0	0	0	0
"5170"	"YNL225C"	0.97	0.83	1.02	0.94	0.88	0.53	0.99
"5171"	"YNL226W"	0	0	0	0	0	0	0
"5172"	"YNL227C"	0.9	0.29	0.43	0.31	0.39	0.42	0.71
"5173"	"YNL228W"	0	0	0	0	0	0	0
"5174"	"YNL229C"	1.77	1.69	1.69	1.36	1.72	1.52	1.57
"5175"	"YNL230C"	0.6	0.6	0.65	0.65	0.77	0.81	0.88
"5176"	"YNL231C"	2.47	5.04	4.6	3.51	3.3	1.95	2.83
"5177"	"YNL232W"	2.2	1.87	1.59	1.56	1.75	1.91	1.59
"5178"	"YNL233W"	0.96	0.69	0.64	0.65	0.75	0.59	0.87
"5179"	"YNL235C"	0	0	0	0	0	0	0
"5180"	"YNL236W"	0.98	0.82	0.94	0.86	0.9	0.85	0.82
"5181"	"YNL237W"	0.42	0.57	0.68	0.65	0.62	0.62	0.52
"5182"	"YNL238W"	0.94	0.64	0.63	0.63	0.72	0.74	0.77
"5183"	"YNL240C"	1.3	1.06	0.91	1.11	1.13	1.53	1.77
"5184"	"YNL245C"	0.74	0.84	0.9	0.82	1	1.11	1.05
"5185"	"YNL246W"	1.49	1.87	1.61	1.56	1.93	2.15	1.78
"5186"	"YNL248C"	3.47	1.39	0.66	0.8	1.22	2.98	2.83
"5187"	"YNL249C"	0.66	0.67	0.9	0.89	1.06	1.19	1.08
"5188"	"YNL251C"	1.05	0.79	0.71	0.76	0.72	0.58	0.79
"5189"	"YNL252C"	1.06	1.73	1.92	1.77	1.87	1.27	1.15
"5190"	"YNL253W"	0.66	0.65	0.8	0.75	0.88	1.09	0.86
"5191"	"YNL254C"	0.58	0.31	0.29	0.35	0.42	0.64	0.6
"5192"	"YNL256W"	0.83	0.52	0.44	0.46	0.58	0.85	0.89
"5193"	"YNL258C"	1.59	1.4	1.41	1.29	1.32	1.09	1.56
"5194"	"YNL260C"	0.73	1.27	0.91	1.03	1.24	1.04	0.97
"5195"	"YNL261W"	1.02	1.12	1.1	1.12	1.3	1.16	1.1
"5196"	"YNL263C"	2.08	2.84	2.71	2.8	2.96	2.62	2.09
"5197"	"YNL264C"	1.75	1.9	1.82	1.76	1.82	2.07	1.56
"5198"	"YNL265C"	1.52	2.34	2.42	2.13	2.39	1.9	1.68
"5199"	"YNL266W"	2	2.69	2.46	2.46	2.95	2.35	2.2
"5200"	"YNL268W"	4.03	2.83	2.62	3.09	4.03	4.56	3.76
"5201"	"YNL269W"	0	0	0	0	0	0	0
"5202"	"YNL270C"	0	0	0	0	0	0	0
"5203"	"YNL275W"	0.46	0.61	0.7	0.71	0.7	0.55	0.53
"5204"	"YNL276C"	0	0	0	0	0	0	0
"5205"	"YNL277W"	0.39	0.59	0.76	0.76	0.69	0.39	0.45
"5206"	"YNL278W"	0.54	0.38	0.42	0.56	0.45	0.38	0.56
"5207"	"YNL279W"	0.52	0.39	0.46	0.58	0.54	0.77	0.95
"5208"	"YNL280C"	2.3	2.86	2.05	2.56	3.42	2.74	2.72
"5209"	"YNL281W"	3.13	8.09	8.09	7.55	7.09	6.85	5.56
"5210"	"YNL282W"	0.73	0.39	0.31	0.39	0.48	0.83	0.79
"5211"	"YNL283C"	1.92	2.12	1.94	2.29	2.56	2.68	2.61
"5212"	"YNL284C"	1.18	2.04	2.33	2.11	2.07	1.67	1.3
"5213"	"YNL285W"	0	0	0	0	0	0	0
"5214"	"YNL286W"	1.04	0.98	0.85	0.89	0.92	1.23	1.39
"5215"	"YNL287W"	2.66	2.27	2.64	2.5	2.89	2.45	2.61
"5216"	"YNL288W"	1.19	1.38	1.31	1.29	1.33	1.55	1.07
"5217"	"YNL289W"	0.79	1.24	1.17	1.06	0.95	0.91	0.71
"5218"	"YNL290W"	0.94	0.94	0.9	0.85	0.99	1.15	1.08
"5219"	"YNL291C"	0.99	0.89	0.71	0.8	0.93	0.92	1.11
"5220"	"YNL292W"	1.03	0.68	0.5	0.46	0.57	0.87	0.85
"5221"	"YNL293W"	0.53	0.71	0.8	0.82	0.7	0.68	0.61
"5222"	"YNL294C"	0.95	0.89	0.96	1.2	1.25	1.26	1.3
"5223"	"YNL295W"	0.65	0.61	0.73	0.66	0.65	0.6	0.6
"5224"	"YNL296W"	0	0	0	0	0	0	0
"5225"	"YNL297C"	1.02	0.78	0.95	0.87	0.95	0.72	0.87
"5226"	"YNL298W"	1.09	0.79	0.79	0.88	0.89	0.84	0.89
"5227"	"YNL299W"	0.8	0.21	0.26	0.26	0.33	0.44	0.65
"5228"	"YNL300W"	3.9	3.9	3.12	3.4	4.51	5.29	5.33
"5229"	"YNL303W"	2.07	2.38	1.33	0.83	0.75	1.06	1.06
"5230"	"YNL304W"	0.77	0.9	0.9	0.92	0.89	0.75	0.79
"5231"	"YNL305C"	1.58	4.13	4.65	5.38	4.68	3.11	2.53
"5232"	"YNL306W"	1.84	3.32	3.48	3.81	3.78	2.64	2.04
"5233"	"YNL307C"	2.39	2.73	2.51	2.95	2.83	2.33	2.34
"5234"	"YNL308C"	2.71	0.54	0.3	0.35	0.68	1.38	1.98
"5235"	"YNL309W"	0	0	0	0	0	0	0
"5236"	"YNL311C"	0.97	0.78	0.72	0.61	0.9	0	0.95
"5237"	"YNL312W"	2.12	2.64	2.68	2.28	3.37	3.53	2.71
"5238"	"YNL314W"	0.47	0.41	0.41	0.38	0.41	0.5	0.49
"5239"	"YNL315C"	2.65	4.68	4.74	4.81	4.52	3.55	2.92
"5240"	"YNL316C"	0	0	0	0	0	0	0
"5241"	"YNL317W"	0.47	0.52	0.5	0.52	0.5	0.45	0.48
"5242"	"YNL318C"	0	0	0	0	0	0	0
"5243"	"YNL319W"	0	0	0	0	0	0	0
"5244"	"YNL320W"	0.84	1.09	0.89	1.11	1.23	1.14	0.88
"5245"	"YNL322C"	3.52	3.7	3.8	4.43	4.71	4.98	4.19
"5246"	"YNL323W"	1.19	1.29	1.23	1.11	1.08	1.17	1.08
"5247"	"YNL324W"	0	0	0	0	0	0	0
"5248"	"YNL325C"	0.36	0.31	0.36	0.37	0.4	0.35	0.44
"5249"	"YNL326C"	0	0	0	0	0	0	0
"5250"	"YNL328C"	0.66	0.39	0.46	0.53	0.61	0.59	0.56
"5251"	"YNL329C"	0	0	0	0	0	0	0
"5252"	"YNL330C"	1.04	0.99	0.99	0.95	1.06	1.06	1.06
"5253"	"YNL331C"	0	0	0	0	0	0	0
"5254"	"YNL332W"	0	0	0	0	0	0	0
"5255"	"YNL333W"	0	0	0	0	0	0	0
"5256"	"YNL334C"	0	0	0	0	0	0	0
"5257"	"YNL335W"	0	0	0	0	0	0	0
"5258"	"YNL336W"	1.05	1.28	1.2	1.24	1.26	1.42	1.3
"5259"	"YNL337W"	0	0	0	0	0	0	0
"5260"	"YNL338W"	0	0	0	0	0	0	0
"5261"	"YNL339C"	3.54	3.44	3.34	3.21	2.91	2.43	2.43
"5262"	"YNR002C"	0.52	0.88	1.52	2.63	1.3	0.65	0.58
"5263"	"YNR003C"	1.23	0.68	0.38	0.43	0.45	0.94	1.21
"5264"	"YNR004W"	0.73	0.68	0.75	0.8	0.64	0.68	0.64
"5265"	"YNR005C"	1.5	1.38	1.89	1.73	1.73	1.99	1.42
"5266"	"YNR006W"	0.78	0.9	1.27	1.07	1.11	1.1	0.9
"5267"	"YNR007C"	0.85	1.64	1.72	1.63	1.21	1.4	1.28
"5268"	"YNR009W"	1.61	1.42	1.37	1.13	1.2	0.63	1.45
"5269"	"YNR010W"	0.78	0.73	0.88	0.84	0.79	0.87	0.88
"5270"	"YNR011C"	1.34	0.76	0.87	0.92	1.04	1.19	1.33
"5271"	"YNR012W"	1.45	0.51	0.36	0.42	0.55	1.11	1.3
"5272"	"YNR013C"	1.5	1.03	0.94	1.17	1.22	1.33	1.13
"5273"	"YNR014W"	0.55	1.69	3.52	1.76	1.7	0.81	0.65
"5274"	"YNR017W"	2.77	2.61	2.79	2.64	3.32	3.19	2.55
"5275"	"YNR018W"	2.83	2.71	2.14	2.57	3.03	5.13	4.5
"5276"	"YNR020C"	1.18	1.52	1.74	1.53	1.66	1.3	1.17
"5277"	"YNR021W"	2.36	2.18	2.12	1.65	1.87	1.22	1.85
"5278"	"YNR022C"	1.52	1.96	1.99	2.07	1.96	1.69	1.44
"5279"	"YNR023W"	0.56	0.55	0.56	0.57	0.59	0.44	0.61
"5280"	"YNR024W"	1.56	0.87	0.78	0.92	1	1.44	1.41
"5281"	"YNR025C"	0	0	0	0	0	0	0
"5282"	"YNR026C"	1.11	0.98	0.98	1.1	0.74	1.65	1.63
"5283"	"YNR027W"	0.97	0.8	0.63	0.77	0.89	1.49	1.18
"5284"	"YNR028W"	1.22	1.67	1.46	1.08	0.91	0.74	1
"5285"	"YNR029C"	1.15	1.12	0.79	0.82	0.84	0.97	0.83
"5286"	"YNR032W"	0.71	1.09	1.15	1.18	0.93	1.21	0.96
"5287"	"YNR033W"	1.04	1.31	1.6	1.77	1.98	1.26	0
"5288"	"YNR034W"	0.83	1.32	1.36	1.22	0.66	0.74	0.71
"5289"	"YNR035C"	1.72	2.59	3.04	3.13	3.4	2.56	1.98
"5290"	"YNR036C"	2.34	5.08	5.64	6.34	4.18	3.74	2.96
"5291"	"YNR037C"	1.75	3.91	4.78	4.78	5.16	3.62	2.39
"5292"	"YNR038W"	1.25	0.53	0.45	0.47	0.65	0.99	1.1
"5293"	"YNR039C"	1.35	0.88	0.89	1	1.35	1.7	1.55
"5294"	"YNR040W"	1.05	1.29	1.41	1.36	1.09	1.12	0.94
"5295"	"YNR041C"	1.22	1.46	1.4	1.54	1.8	1.08	1.18
"5296"	"YNR042W"	0	0	0	0	0	0	0
"5297"	"YNR044W"	1.57	0.85	0.83	1.15	1.34	2.12	1.99
"5298"	"YNR045W"	1.27	1.96	2.01	1.68	1.7	1.38	1.21
"5299"	"YNR047W"	1.07	1.07	1.27	1.1	1.15	0.95	0.93
"5300"	"YNR048W"	0.83	0.9	0.86	0.85	0.79	1.1	0.73
"5301"	"YNR049C"	1.04	1.26	1.16	1.12	1.36	1.37	1.12
"5302"	"YNR051C"	3.27	2.79	3.18	2.81	3.71	3.71	2.59
"5303"	"YNR052C"	1.35	1.32	1.31	1.2	1.43	1.22	1.34
"5304"	"YNR054C"	1.1	0.42	0.34	0.31	0.47	0.74	0.94
"5305"	"YNR055C"	1.73	1.51	1.35	1.49	1.48	1.49	1.54
"5306"	"YNR056C"	0.95	0.99	0.95	1.02	0.83	0.89	1.1
"5307"	"YNR057C"	1.3	1.32	1.14	1.62	0.95	0.88	0.8
"5308"	"YNR058W"	0.68	0.73	0.64	0.67	0.59	0.64	0.74
"5309"	"YNR060W"	0	0	0	0	0	0	0
"5310"	"YNR061C"	2.27	2.69	1.97	1.91	2.16	2.53	2.25
"5311"	"YNR062C"	0	0	0	0	0	0	0
"5312"	"YNR063W"	0	0	0	0	0	0	0
"5313"	"YNR064C"	0	0	0	0	0	0	0
"5314"	"YNR066C"	0	0	0	0	0	0	0
"5315"	"YNR067C"	2.13	2.84	1.71	0	0	0	1.34
"5316"	"YNR068C"	1.7	2.18	2.27	1.89	1.64	1.87	1.7
"5317"	"YNR069C"	1.75	1.5	1.73	1.43	1.88	1.57	2.8
"5318"	"YNR070W"	0	0	0	0	0	0	0
"5319"	"YNR071C"	0.95	1.7	1.43	2.31	2.07	0	1.03
"5320"	"YNR072W"	0	0	0	0	0	0	0
"5321"	"YNR073C"	0.42	0.44	0.42	0.57	0.52	0	0.22
"5322"	"YNR074C"	0.99	1.96	1.97	2.09	2.07	1.57	1.5
"5323"	"YNR075W"	0.35	0.17	0.17	0.21	0.21	0.51	0.42
"5324"	"YNR076W"	1.01	1.03	0.9	0.95	1.04	1.09	1.33
"5325"	"YNR077C"	0.13	0.11	0.11	0.08	0.1	0.1	0.08
"5326"	"YOL001W"	1.1	1.16	1	1.01	1.1	1.05	1.18
"5327"	"YOL002C"	2.65	1.64	1.06	1.14	1.08	2.6	2.73
"5328"	"YOL003C"	0.66	0.72	0.68	0.64	0.73	0.59	0.73
"5329"	"YOL004W"	1.22	1.01	1.03	1.05	1.02	0.93	0.98
"5330"	"YOL005C"	1.75	2.96	2.65	2.28	2.44	2.07	2.2
"5331"	"YOL006C"	1.34	0.67	0.7	0.64	0.98	1.04	1.3
"5332"	"YOL007C"	0.98	0.7	0.65	0.67	1.09	1.22	1.45
"5333"	"YOL008W"	0.83	0.89	0.79	0.86	0.94	0.95	0.83
"5334"	"YOL010W"	2.16	0.71	0.48	0.65	0.86	1.99	1.94
"5335"	"YOL011W"	0.81	0.57	0.59	0.62	0.78	1.36	1.08
"5336"	"YOL012C"	2.17	2.8	2.32	1.99	1.91	1.85	2.18
"5337"	"YOL013C"	0.68	1.11	1.23	1.16	1.35	1.25	1.27
"5338"	"YOL014W"	1.25	0.9	0.57	0.41	0.36	0.65	0.46
"5339"	"YOL015W"	0.6	0.65	0.7	0.48	0.57	0	0.46
"5340"	"YOL016C"	2.6	5.21	6.15	6.15	4.47	12.91	6.02
"5341"	"YOL017W"	0.56	0.53	0.51	0.51	0.55	0.42	0.48
"5342"	"YOL018C"	0	0	0	0	0	0	0
"5343"	"YOL020W"	1.56	1.18	1.11	1.33	1.42	1.63	1.49
"5344"	"YOL022C"	1.67	0.97	0.52	0.55	0.7	1.51	1.77
"5345"	"YOL023W"	0.8	0.78	1.08	1	1.01	0.65	0.82
"5346"	"YOL024W"	0	0	0	0	0	0	0
"5347"	"YOL025W"	0.72	0.77	0.97	0.98	1.06	0.84	1.05
"5348"	"YOL026C"	1.55	2.54	2.45	2.21	2.64	2.45	1.99
"5349"	"YOL027C"	1.7	1.48	1.94	1.71	2.01	1.65	1.87
"5350"	"YOL028C"	0.65	0.54	0.48	0.44	0.57	0.44	0.48
"5351"	"YOL029C"	1.32	1.24	1.19	1.1	1.15	0.94	1.35
"5352"	"YOL030W"	3.01	3.94	3.58	4.02	4.28	4.5	4.28
"5353"	"YOL031C"	1.06	1.32	2.29	2.67	3.57	4.92	4.25
"5354"	"YOL032W"	0.8	2.69	2.97	2.04	1.81	1.72	1.52
"5355"	"YOL033W"	0.94	1.16	1.65	1.27	1.53	1.14	1.01
"5356"	"YOL034W"	1.69	0.91	0.93	1.06	1.3	1.05	1.56
"5357"	"YOL035C"	0	0	0	0	0	0	0
"5358"	"YOL036W"	1.45	1.33	1.49	1.35	1.61	1.64	1.82
"5359"	"YOL037C"	0	0	0	0	0	0	0
